#{"t_start": 1607029383.054191, "env_id": null}
r,l,t
1.166667,8,718.732903
1.119048,6,718.763691
1.214286,10,718.811649
1.095238,5,718.836224
1.071429,4,718.857391
1.190476,9,718.901054
1.095238,5,718.926023
1.214286,10,718.972252
1.071429,4,718.992939
1.095238,5,719.019068
1.166667,8,719.058216
1.071429,4,719.079465
1.095238,5,719.104324
-0.833333,8,719.144522
1.119048,6,719.17501
1.095238,5,719.204867
1.095238,5,719.228897
1.071429,4,719.250198
1.214286,10,719.29773
-0.857143,7,719.332536
1.119048,6,719.362095
1.238095,11,719.414159
1.071429,4,719.434968
1.119048,6,719.466866
1.095238,5,719.493077
1.261905,12,719.778017
1.071429,4,719.799644
1.095238,5,719.824659
1.071429,4,719.84575
1.095238,5,719.870823
1.214286,10,719.919849
1.071429,4,719.940458
1.238095,11,719.991287
1.071429,4,720.011565
-0.880952,6,720.042037
-0.738095,12,720.104849
1.190476,9,720.14886
1.071429,4,720.169908
1.071429,4,720.190318
1.095238,5,720.217339
1.071429,4,720.237643
1.166667,8,720.277102
1.214286,10,720.325404
1.071429,4,720.346373
1.071429,4,720.367493
1.071429,4,720.388527
-0.833333,8,720.428527
1.357143,16,720.505974
1.095238,5,720.531532
1.071429,4,720.551788
1.071429,4,720.571723
1.071429,4,720.59281
1.071429,4,720.612971
1.119048,6,720.642758
1.166667,8,720.682374
1.214286,10,720.728744
1.261905,12,720.785217
1.071429,4,720.806132
-0.809524,9,720.850926
1.071429,4,720.871843
1.071429,4,720.892103
1.071429,4,720.912651
1.238095,11,720.968562
1.095238,5,720.99429
-0.833333,8,721.272368
1.095238,5,721.298576
1.071429,4,721.319361
1.071429,4,721.340363
1.071429,4,721.362496
1.119048,6,721.393148
1.142857,7,721.425869
1.071429,4,721.446144
-0.809524,9,721.489845
1.071429,4,721.50981
1.119048,6,721.539808
1.071429,4,721.559999
1.071429,4,721.580069
1.166667,8,721.618954
1.190476,9,721.662035
1.071429,4,721.68342
1.166667,8,721.720852
1.261905,12,721.775704
1.119048,6,721.804752
-9.785714,10,721.848287
1.095238,5,721.873219
1.071429,4,721.892516
1.071429,4,721.913076
1.119048,6,721.941943
1.071429,4,721.962755
1.142857,7,721.995708
1.071429,4,722.016279
1.119048,6,722.045983
-0.857143,7,722.080729
1.095238,5,722.10556
1.095238,5,722.131504
1.071429,4,722.151593
1.238095,11,722.205139
1.214286,10,722.256578
1.071429,4,722.277133
1.142857,7,722.313357
1.309524,14,722.383255
-0.880952,6,722.415015
1.071429,4,722.435234
-0.761905,11,722.4905
1.214286,10,722.770661
1.071429,4,722.791285
1.071429,4,722.812331
1.190476,9,722.852969
1.285714,13,722.912993
1.119048,6,722.943214
1.095238,5,722.969068
1.142857,7,723.003816
1.071429,4,723.024263
1.142857,7,723.057388
1.071429,4,723.077578
1.238095,11,723.129755
1.095238,5,723.15609
1.071429,4,723.176473
1.071429,4,723.197664
1.071429,4,723.217562
1.190476,9,723.262172
1.095238,5,723.286836
1.238095,11,723.338379
1.285714,13,723.398548
1.261905,12,723.454158
1.214286,10,723.502094
1.071429,4,723.522609
1.214286,10,723.569203
1.142857,7,723.602992
-0.904762,5,723.628635
1.119048,6,723.656976
1.071429,4,723.676489
-0.809524,9,723.72114
1.095238,5,723.746914
1.095238,5,723.772735
1.095238,5,723.799314
-0.857143,7,723.835317
-0.809524,9,723.879912
1.309524,14,723.946059
1.142857,7,723.980913
-0.880952,6,724.229121
-0.857143,7,724.267039
1.214286,10,724.314811
1.071429,4,724.335521
1.071429,4,724.355808
-0.785714,10,724.404347
1.119048,6,724.433179
1.071429,4,724.454651
1.071429,4,724.474303
1.214286,10,724.522181
-0.857143,7,724.555864
1.071429,4,724.577191
1.095238,5,724.601044
1.071429,4,724.621124
1.119048,6,724.651419
1.119048,6,724.680352
1.166667,8,724.719052
1.071429,4,724.74038
1.214286,10,724.789768
1.214286,10,724.839466
1.190476,9,724.882179
1.071429,4,724.905401
1.214286,10,724.952824
1.071429,4,724.973305
1.190476,9,725.02031
1.071429,4,725.041389
1.095238,5,725.066109
1.071429,4,725.085577
1.071429,4,725.107613
1.238095,11,725.161015
1.071429,4,725.182668
1.071429,4,725.20232
1.071429,4,725.223448
1.166667,8,725.263035
1.261905,12,725.323009
1.142857,7,725.356686
1.166667,8,725.39373
-9.761905,11,725.446532
1.071429,4,725.466787
-0.738095,12,725.75219
1.095238,5,725.777188
-0.833333,8,725.816361
1.071429,4,725.837012
1.071429,4,725.85658
1.095238,5,725.881702
1.119048,6,725.912294
1.119048,6,725.942684
1.095238,5,725.968485
1.071429,4,725.989973
1.071429,4,726.011112
1.071429,4,726.032951
1.071429,4,726.054923
1.214286,10,726.102926
1.166667,8,726.143125
1.238095,11,726.198267
1.095238,5,726.223857
1.071429,4,726.245295
-0.880952,6,726.282268
1.071429,4,726.303442
1.261905,12,726.365282
-0.690476,14,726.439175
-0.833333,8,726.480079
1.214286,10,726.52944
1.071429,4,726.550866
-0.785714,10,726.601361
1.071429,4,726.622176
1.261905,12,726.680798
1.119048,6,726.712066
1.071429,4,726.733339
1.190476,9,726.776972
-0.857143,7,726.815388
1.238095,11,726.868201
1.071429,4,726.889338
1.071429,4,726.910084
1.095238,5,726.934987
1.190476,9,726.978974
1.071429,4,727.000237
1.071429,4,727.022333
1.071429,4,727.277966
1.071429,4,727.300079
1.095238,5,727.324178
1.071429,4,727.34435
1.119048,6,727.374825
1.071429,4,727.39461
-0.857143,7,727.42978
1.071429,4,727.450401
-0.857143,7,727.486172
-0.857143,7,727.522151
1.071429,4,727.544106
1.071429,4,727.564929
1.071429,4,727.586276
1.071429,4,727.607362
1.142857,7,727.642826
1.214286,10,727.691345
1.119048,6,727.720791
1.142857,7,727.756295
1.166667,8,727.796257
1.071429,4,727.816945
1.190476,9,727.860155
1.071429,4,727.88087
1.238095,11,727.93502
-0.761905,11,727.991093
1.071429,4,728.012556
1.071429,4,728.034586
1.119048,6,728.065055
1.238095,11,728.119211
1.261905,12,728.177956
1.190476,9,728.221613
1.071429,4,728.241718
-0.857143,7,728.278947
1.309524,14,728.348849
1.071429,4,728.36957
1.261905,12,728.424644
-9.761905,11,728.476174
1.095238,5,728.501053
1.071429,4,728.521953
1.214286,10,728.793786
1.071429,4,728.814705
1.214286,10,728.862015
1.166667,8,728.901559
1.071429,4,728.922667
1.095238,5,728.948748
1.095238,5,728.9735
-0.761905,11,729.026987
1.071429,4,729.049107
-0.761905,11,729.10204
1.095238,5,729.127411
1.071429,4,729.148094
1.071429,4,729.169311
1.071429,4,729.189689
1.071429,4,729.210157
1.071429,4,729.230577
1.119048,6,729.25966
1.071429,4,729.279616
1.095238,5,729.306948
1.071429,4,729.327792
1.214286,10,729.375135
1.071429,4,729.394504
1.190476,9,729.43737
1.142857,7,729.472493
-0.809524,9,729.51839
1.071429,4,729.539598
1.166667,8,729.578179
1.095238,5,729.601866
1.071429,4,729.62178
1.166667,8,729.662327
1.190476,9,729.705859
-0.833333,8,729.745413
1.071429,4,729.765503
1.095238,5,729.791235
1.285714,13,729.85326
1.190476,9,729.898633
1.214286,10,729.944961
-0.880952,6,729.976426
1.095238,5,730.001777
1.071429,4,730.022939
1.095238,5,730.047151
1.095238,5,730.319437
1.071429,4,730.340289
1.190476,9,730.381899
1.071429,4,730.401347
1.095238,5,730.426227
1.119048,6,730.455976
1.309524,14,730.52394
1.119048,6,730.553233
1.095238,5,730.577479
1.214286,10,730.625019
1.071429,4,730.646092
1.095238,5,730.671277
1.071429,4,730.690927
1.071429,4,730.711061
1.071429,4,730.731096
1.238095,11,730.780929
1.214286,10,730.826031
1.142857,7,730.859553
1.214286,10,730.904179
1.071429,4,730.925154
1.190476,9,730.969809
1.119048,6,730.998667
1.071429,4,731.019046
-0.857143,7,731.054292
1.071429,4,731.075369
1.095238,5,731.099853
1.095238,5,731.125622
1.071429,4,731.146166
1.166667,8,731.186268
-0.904762,5,731.216568
1.214286,10,731.265569
1.119048,6,731.29497
1.190476,9,731.338008
1.095238,5,731.363813
1.071429,4,731.383438
-0.809524,9,731.428278
1.071429,4,731.448555
1.095238,5,731.473402
1.190476,9,731.515296
-0.904762,5,731.541687
1.214286,10,731.809695
1.071429,4,731.830292
1.071429,4,731.850683
1.071429,4,731.8713
1.238095,11,731.923582
1.142857,7,731.958536
1.166667,8,731.997291
1.071429,4,732.01749
1.142857,7,732.051636
1.190476,9,732.093627
1.142857,7,732.127392
1.071429,4,732.147043
1.095238,5,732.171151
1.095238,5,732.194572
1.095238,5,732.218734
-0.904762,5,732.245472
1.190476,9,732.290785
1.238095,11,732.344845
1.071429,4,732.367163
1.071429,4,732.388148
1.071429,4,732.409295
1.095238,5,732.434896
1.071429,4,732.455503
1.071429,4,732.476025
1.142857,7,732.510742
1.071429,4,732.532753
1.071429,4,732.553542
1.071429,4,732.574653
-0.809524,9,732.618731
1.214286,10,732.668378
1.166667,8,732.706524
1.142857,7,732.740172
1.119048,6,732.769402
1.190476,9,732.811558
1.095238,5,732.835764
1.214286,10,732.880018
1.119048,6,732.909812
1.142857,7,732.944517
1.095238,5,732.968834
1.071429,4,732.989011
1.119048,6,733.017864
-9.666667,15,733.311985
1.071429,4,733.331375
1.166667,8,733.372104
1.238095,11,733.422805
1.095238,5,733.447526
1.285714,13,733.507524
1.166667,8,733.545957
1.238095,11,733.59916
1.071429,4,733.619214
1.142857,7,733.656183
1.095238,5,733.68181
1.166667,8,733.719283
1.166667,8,733.75917
-0.928571,4,733.782104
1.071429,4,733.804201
1.095238,5,733.830575
1.071429,4,733.851589
1.142857,7,733.887451
1.071429,4,733.907991
1.071429,4,733.929235
1.071429,4,733.949661
-9.761905,11,734.002088
1.071429,4,734.023948
1.095238,5,734.04972
1.071429,4,734.070066
1.071429,4,734.090078
1.142857,7,734.125033
1.166667,8,734.165621
1.071429,4,734.185542
1.071429,4,734.20528
1.071429,4,734.22602
1.095238,5,734.252766
1.071429,4,734.272834
1.095238,5,734.299822
1.214286,10,734.352167
1.071429,4,734.375058
1.095238,5,734.400574
1.166667,8,734.438315
1.071429,4,734.46003
1.071429,4,734.480555
1.190476,9,734.521894
1.142857,7,734.776127
1.214286,10,734.822055
1.071429,4,734.843126
1.119048,6,734.872106
1.071429,4,734.891449
1.071429,4,734.912155
1.095238,5,734.93795
1.142857,7,734.970821
1.190476,9,735.013283
1.142857,7,735.047535
1.071429,4,735.067183
1.190476,9,735.109613
1.095238,5,735.135288
1.238095,11,735.185563
1.166667,8,735.223673
1.238095,11,735.274515
1.238095,11,735.326368
1.071429,4,735.346415
-0.809524,9,735.396182
1.071429,4,735.416643
1.238095,11,735.468826
1.119048,6,735.496726
1.095238,5,735.520792
1.071429,4,735.540023
1.071429,4,735.560813
1.190476,9,735.603442
1.166667,8,735.642791
1.071429,4,735.662817
-0.785714,10,735.713618
1.071429,4,735.733389
1.071429,4,735.753664
1.071429,4,735.773431
1.071429,4,735.793692
1.119048,6,735.821467
1.095238,5,735.846499
1.095238,5,735.872644
1.071429,4,735.892998
1.071429,4,735.914442
1.190476,9,735.955107
-0.809524,9,735.99687
1.238095,11,736.275366
1.142857,7,736.311298
1.095238,5,736.337398
1.119048,6,736.367285
1.071429,4,736.389313
1.095238,5,736.41518
1.166667,8,736.452973
1.095238,5,736.4768
1.071429,4,736.496502
-0.928571,4,736.517022
1.071429,4,736.537564
1.071429,4,736.558393
1.071429,4,736.578049
1.166667,8,736.617008
1.095238,5,736.64231
1.095238,5,736.667476
1.142857,7,736.700704
-0.880952,6,736.732555
-0.833333,8,736.771069
1.071429,4,736.791706
1.238095,11,736.843297
1.095238,5,736.869339
1.142857,7,736.906433
1.071429,4,736.927381
1.095238,5,736.953694
1.071429,4,736.974228
-0.880952,6,737.005786
1.142857,7,737.040624
1.095238,5,737.065573
1.119048,6,737.094002
1.071429,4,737.116156
1.071429,4,737.13727
1.095238,5,737.16397
1.095238,5,737.190269
1.071429,4,737.212971
1.071429,4,737.233365
1.166667,8,737.271807
1.214286,10,737.319576
1.071429,4,737.340737
1.095238,5,737.365825
1.095238,5,737.390753
-9.761905,11,737.447147
1.071429,4,737.46929
1.190476,9,737.513528
-0.714286,13,737.793681
1.095238,5,737.819296
1.095238,5,737.845069
1.071429,4,737.865964
1.095238,5,737.893228
1.071429,4,737.914059
1.142857,7,737.946595
1.071429,4,737.966757
1.190476,9,738.009148
1.095238,5,738.033705
-0.833333,8,738.072826
-0.857143,7,738.107566
1.095238,5,738.133851
1.190476,9,738.178845
1.071429,4,738.200214
1.142857,7,738.233767
1.095238,5,738.259826
1.071429,4,738.280799
-0.761905,11,738.332375
-0.857143,7,738.368737
1.071429,4,738.389378
1.214286,10,738.441123
1.071429,4,738.463206
1.190476,9,738.506301
1.119048,6,738.535944
1.119048,6,738.566171
1.071429,4,738.587353
1.095238,5,738.614202
1.095238,5,738.64031
1.119048,6,738.669856
1.071429,4,738.690118
1.071429,4,738.709492
1.119048,6,738.738804
1.095238,5,738.76306
1.071429,4,738.782172
1.119048,6,738.811177
-0.714286,13,738.872184
1.071429,4,738.891904
1.071429,4,738.912387
1.071429,4,738.932765
1.071429,4,738.952779
-0.761905,11,739.006173
1.095238,5,739.263785
1.095238,5,739.290183
1.071429,4,739.311792
1.095238,5,739.336835
1.166667,8,739.376494
1.333333,15,739.449791
1.095238,5,739.477018
1.071429,4,739.497529
1.142857,7,739.533047
1.071429,4,739.553866
1.071429,4,739.574868
1.071429,4,739.595585
1.214286,10,739.646081
1.119048,6,739.676134
1.142857,7,739.710363
1.095238,5,739.735251
1.214286,10,739.784915
1.095238,5,739.80969
1.071429,4,739.829554
1.261905,12,739.885283
1.238095,11,739.937237
1.142857,7,739.970003
1.095238,5,739.993444
1.214286,10,740.041193
-0.761905,11,740.091053
1.238095,11,740.141711
1.071429,4,740.162912
1.071429,4,740.183288
1.119048,6,740.213144
1.071429,4,740.233129
1.119048,6,740.261081
1.071429,4,740.280417
1.214286,10,740.325073
1.119048,6,740.353838
1.095238,5,740.380127
1.166667,8,740.419333
1.119048,6,740.451177
1.095238,5,740.475538
1.190476,9,740.74182
1.214286,10,740.78864
1.071429,4,740.80925
1.071429,4,740.829248
1.095238,5,740.854368
1.142857,7,740.888055
1.071429,4,740.908294
1.119048,6,740.937897
1.071429,4,740.958365
1.142857,7,740.992474
1.309524,14,741.055227
1.095238,5,741.079289
1.071429,4,741.100477
1.071429,4,741.120493
1.166667,8,741.159232
-0.833333,8,741.199811
1.261905,12,741.255622
1.071429,4,741.276145
-0.738095,12,741.33469
1.071429,4,741.355052
1.071429,4,741.374908
1.071429,4,741.393971
1.142857,7,741.427925
1.166667,8,741.468765
-9.738095,12,741.522957
1.095238,5,741.547477
1.261905,12,741.605175
1.119048,6,741.63573
1.071429,4,741.656047
1.071429,4,741.676284
1.119048,6,741.706146
1.142857,7,741.740894
1.071429,4,741.761592
1.071429,4,741.783677
1.261905,12,741.837652
1.095238,5,741.863326
1.142857,7,741.896825
-0.690476,14,741.966642
1.071429,4,742.208005
1.142857,7,742.244495
1.166667,8,742.282431
1.095238,5,742.306778
-0.857143,7,742.341852
1.071429,4,742.362007
1.095238,5,742.386086
1.071429,4,742.405629
-0.857143,7,742.440939
1.095238,5,742.466855
1.071429,4,742.487359
1.071429,4,742.507699
1.119048,6,742.537014
1.238095,11,742.588937
1.095238,5,742.613429
1.238095,11,742.665866
1.095238,5,742.690317
1.190476,9,742.73201
1.142857,7,742.766902
1.071429,4,742.787343
1.214286,10,742.835786
1.095238,5,742.86096
1.214286,10,742.908087
1.119048,6,742.937143
1.119048,6,742.965957
1.071429,4,742.985719
1.095238,5,743.010751
1.238095,11,743.060378
1.071429,4,743.081227
1.095238,5,743.105045
1.095238,5,743.130328
1.071429,4,743.151625
1.071429,4,743.173212
1.071429,4,743.193114
1.095238,5,743.218836
1.261905,12,743.273566
1.071429,4,743.293826
1.261905,12,743.347044
-0.833333,8,743.386723
1.142857,7,743.42223
1.071429,4,743.442469
1.071429,4,743.691973
1.071429,4,743.712327
1.214286,10,743.758042
-0.904762,5,743.7847
1.095238,5,743.810355
1.119048,6,743.839829
1.071429,4,743.859422
1.095238,5,743.882819
1.119048,6,743.912242
1.214286,10,743.96016
1.142857,7,743.993673
1.071429,4,744.014094
1.071429,4,744.03469
1.071429,4,744.054728
1.071429,4,744.074618
1.071429,4,744.094801
1.071429,4,744.116229
1.071429,4,744.136626
1.095238,5,744.161952
1.071429,4,744.182575
1.166667,8,744.220519
1.071429,4,744.240717
1.142857,7,744.273363
1.095238,5,744.298746
1.071429,4,744.319552
1.261905,12,744.376616
1.071429,4,744.396522
1.071429,4,744.416773
1.166667,8,744.45536
1.071429,4,744.480218
1.142857,7,744.515724
1.071429,4,744.535204
1.071429,4,744.55641
1.238095,11,744.608005
1.190476,9,744.651092
1.071429,4,744.673047
1.071429,4,744.693119
1.285714,13,744.75361
1.071429,4,744.774592
1.142857,7,744.809591
1.071429,4,744.830761
1.071429,4,744.850954
1.071429,4,744.871206
1.166667,8,744.909607
1.071429,4,744.92991
1.071429,4,745.166582
1.095238,5,745.191783
1.095238,5,745.216849
1.071429,4,745.237506
1.119048,6,745.267973
1.071429,4,745.289127
-9.761905,11,745.339679
1.095238,5,745.364612
1.285714,13,745.422119
1.071429,4,745.441777
-0.738095,12,745.500062
1.142857,7,745.534757
1.095238,5,745.56055
1.071429,4,745.58103
1.119048,6,745.610636
1.214286,10,745.657692
1.166667,8,745.696868
1.071429,4,745.717454
1.119048,6,745.747065
1.190476,9,745.789441
-0.809524,9,745.830122
1.071429,4,745.848783
1.166667,8,745.885898
1.071429,4,745.905237
1.190476,9,745.948018
1.071429,4,745.968047
1.142857,7,746.00182
1.095238,5,746.025291
1.071429,4,746.046957
1.166667,8,746.085336
1.190476,9,746.128772
1.214286,10,746.176387
1.095238,5,746.201648
1.142857,7,746.238814
1.095238,5,746.264591
1.071429,4,746.283936
1.166667,8,746.322801
1.166667,8,746.361326
1.071429,4,746.382432
1.095238,5,746.63723
1.119048,6,746.668448
1.166667,8,746.708269
-0.857143,7,746.74516
-0.833333,8,746.786567
1.071429,4,746.808359
-0.738095,12,746.869766
1.071429,4,746.891745
1.071429,4,746.914088
1.071429,4,746.936554
1.071429,4,746.959445
1.119048,6,746.991763
1.071429,4,747.014024
1.119048,6,747.046027
1.190476,9,747.092137
1.190476,9,747.13898
1.071429,4,747.161171
1.190476,9,747.20624
1.071429,4,747.227311
1.119048,6,747.258276
1.095238,5,747.284136
1.119048,6,747.313625
1.071429,4,747.334145
1.095238,5,747.361267
1.095238,5,747.385903
1.119048,6,747.415591
1.166667,8,747.453989
1.095238,5,747.479648
-9.738095,12,747.537316
1.071429,4,747.559065
1.142857,7,747.593403
1.071429,4,747.614241
1.095238,5,747.640845
1.071429,4,747.662053
1.142857,7,747.696264
1.166667,8,747.734988
1.095238,5,747.759937
1.119048,6,747.790984
1.095238,5,747.81754
1.214286,10,747.865666
-0.857143,7,747.902591
1.119048,6,747.933916
1.095238,5,748.192234
1.166667,8,748.231567
1.119048,6,748.261976
1.214286,10,748.310192
1.071429,4,748.331586
1.071429,4,748.352165
1.119048,6,748.382974
1.071429,4,748.404021
1.071429,4,748.425357
1.119048,6,748.455214
1.071429,4,748.476698
1.095238,5,748.502004
1.214286,10,748.552448
1.071429,4,748.574011
1.095238,5,748.599813
1.142857,7,748.633618
1.095238,5,748.665313
1.119048,6,748.696502
1.190476,9,748.739208
1.071429,4,748.760207
-9.738095,12,748.814766
1.166667,8,748.852689
1.071429,4,748.873896
1.071429,4,748.894809
1.166667,8,748.935019
1.071429,4,748.956865
1.095238,5,748.981735
1.190476,9,749.025619
1.095238,5,749.050763
1.095238,5,749.076311
1.190476,9,749.118274
1.095238,5,749.142404
-0.809524,9,749.185869
1.190476,9,749.228473
1.071429,4,749.249781
1.190476,9,749.293666
1.166667,8,749.332441
1.071429,4,749.353157
1.095238,5,749.377988
1.119048,6,749.407226
-0.904762,5,749.433322
1.071429,4,749.453214
1.142857,7,749.709872
1.095238,5,749.735402
1.071429,4,749.755595
1.119048,6,749.785089
-0.928571,4,749.806907
1.071429,4,749.827708
1.166667,8,749.86547
1.166667,8,749.904301
-0.880952,6,749.933841
1.142857,7,749.96839
-0.761905,11,750.020592
-0.714286,13,750.082942
1.095238,5,750.108955
1.190476,9,750.152996
1.142857,7,750.187482
1.238095,11,750.241531
1.119048,6,750.272143
1.119048,6,750.303408
1.119048,6,750.332981
1.095238,5,750.357867
-0.809524,9,750.401856
1.095238,5,750.427283
1.261905,12,750.483188
1.095238,5,750.507451
-0.833333,8,750.556577
1.214286,10,750.604264
-0.833333,8,750.643796
1.142857,7,750.677946
1.119048,6,750.707942
1.071429,4,750.730793
1.214286,10,750.783336
-0.785714,10,750.834371
-0.714286,13,750.902667
1.214286,10,750.952021
1.071429,4,751.206215
1.095238,5,751.23192
1.142857,7,751.264185
1.261905,12,751.318556
1.071429,4,751.339079
1.166667,8,751.377371
1.095238,5,751.401631
1.190476,9,751.443496
1.095238,5,751.46979
1.071429,4,751.490154
1.071429,4,751.511317
1.214286,10,751.563705
-0.904762,5,751.592472
